epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8201159002757309,0.42237210273742676,0.0003,0.5017758011817932
2,0.6905224577035054,0.42783501744270325,0.0003,0.5024820566177368
3,0.6072645441140279,0.34263476729393005,0.0003,0.5022860765457153
4,0.558816931625404,0.4377605617046356,0.0003,0.5019443035125732
5,0.524970403697231,0.3722493648529053,0.0003,0.501894474029541
6,0.5031895436862908,0.47575846314430237,0.0003,0.5015001893043518
7,0.4869476568580854,0.3551162779331207,0.0003,0.5011899471282959
8,0.4752655861401322,0.3502669632434845,0.0003,0.5007073283195496
9,0.465912130209479,0.42669084668159485,0.00015,0.500200629234314
10,0.4568448184740425,0.38543128967285156,0.00015,0.499790757894516
11,0.45481180702105606,0.3784814774990082,0.00015,0.4995156526565552
12,0.45175678010034087,0.3489495515823364,0.00015,0.49920007586479187
13,0.4462133536834528,0.3587033152580261,0.00015,0.4988650977611542
14,0.44619213236440525,0.3350050151348114,0.00015,0.49852046370506287
15,0.44073808252221286,0.3489733636379242,0.00015,0.498114675283432
16,0.4382296747500353,0.3752405047416687,0.00015,0.4978155493736267
17,0.4383198857897579,0.3917373716831207,0.00015,0.4973061680793762
18,0.432983267720383,0.35138389468193054,0.00015,0.4969691038131714
19,0.431079102034616,0.3576871454715729,0.00015,0.49648991227149963
20,0.4293550671917377,0.3507090210914612,7.5e-05,0.49605855345726013
21,0.4266358339550472,0.37799006700515747,7.5e-05,0.49592873454093933
22,0.4258182175678782,0.35785701870918274,7.5e-05,0.4957524836063385
23,0.4227435816042494,0.37544339895248413,7.5e-05,0.4955002963542938
24,0.42455339284226445,0.3705691993236542,7.5e-05,0.495237797498703
25,0.42454026300128145,0.38545820116996765,7.5e-05,0.49501362442970276
26,0.4208159340490209,0.3776361346244812,3.75e-05,0.4947652816772461
27,0.41929794538139115,0.382522851228714,3.75e-05,0.49463802576065063
28,0.4193101171219703,0.3691692054271698,3.75e-05,0.49457359313964844
29,0.4165627221659859,0.38075554370880127,3.75e-05,0.4944514334201813
30,0.4182732025585552,0.390927255153656,3.75e-05,0.4943291246891022
31,0.4185800814982688,0.37708282470703125,3.75e-05,0.49422764778137207
32,0.4187464787818418,0.3991134762763977,1.875e-05,0.4941060245037079
33,0.4166635690939308,0.3881802260875702,1.875e-05,0.49404793977737427
34,0.41476990857926926,0.385907381772995,1.875e-05,0.4939948618412018
